#Activity: AcademicProblems::tyrePump::TyrePump::pumpExtended
#time limit 5
PATHSEARCH_MAX_PATHLENGTH	PATHSEARCH_MAX_NO_PATHS	PATHSEARCH_SOLVER	PATHSEARCH_UNCHECKED_STEPS	PathsFound	time(ns)	PATHSEARCH_TOTAL_SOLVER_RUNS	PATHSEARCH_INFEASIBLE_PATHS_ELIMINATED
30	-1	couenne	2	15	28177215699	23	6
40	-1	couenne	2	38	152428678452	83	41
50	-1	couenne	2	80	628022188653	306	210
60	-1	couenne	2	155	2401941462244	1137	943
70	-1	couenne	2	255	8092881754832	4130	3806
