#Activity: cppTestModels::SAT::Class1::counter
PATHSEARCH_MAX_PATHLENGTH	PATHSEARCH_MAX_NO_PATHS	PATHSEARCH_SOLVER	PATHSEARCH_UNCHECKED_STEPS	PathsFound	time(ns)	PATHSEARCH_TOTAL_SOLVER_RUNS	PATHSEARCH_INFEASIBLE_PATHS_ELIMINATED
10	-1	jacop	2	4	820928069	10	4
20	-1	jacop	2	10	2052861315	73	57
30	-1	jacop	2	17	3690224484	410	382
40	-1	jacop	2	25	6317915350	2121	2079
50	-1	jacop	2	33	12392532950	10706	10650
60	-1	jacop	2	41	39236858991	53661	53591
70	-1	jacop	2	49	270038391938	421901	421813
80	-1	jacop	2	57	1355633715961	2109706	2109604
