#SAT/Counter
PATHSEARCH_MAX_PATHLENGTH	PATHSEARCH_MAX_NO_PATHS	PATHSEARCH_SOLVER	PATHSEARCH_UNCHECKED_STEPS	PathsFound	time(ns)	PATHSEARCH_TOTAL_SOLVER_RUNS	PATHSEARCH_INFEASIBLE_PATHS_ELIMINATED
10	-1	gecode	2	4	1122310159	10	4
20	-1	gecode	2	10	395687652	73	57
30	-1	gecode	2	17	797387430	653	621
40	-1	gecode	2	33	5959044163	10706	10650
50	-1	gecode	2	41	26476096210	53661	53591
60	-1	gecode	2	49	138416891702	268466	268382
