PATHSEARCH_MAX_PATHLENGTH	PATHSEARCH_MAX_NO_PATHS	PATHSEARCH_SOLVER	PATHSEARCH_UNCHECKED_STEPS	PathsFound	time(ns)	PATHSEARCH_TOTAL_SOLVER_RUNS	PATHSEARCH_INFEASIBLE_PATHS_ELIMINATED
0	-1	jacop	2	0	637274772	0	0
10	-1	jacop	2	4	1329626624	10	4
20	-1	jacop	2	10	9446540032	73	57
30	-1	jacop	2	17	53310912410	410	382
40	-1	jacop	2	25	286672840344	2121	2079
50	-1	jacop	2	33	1513179380131	10706	10650
60	-1	jacop	2	41	7862996414227	53661	53591
